Genero.especie,Nombre_aceptado_GBIF,Nombre_aceptado_rWCVP,Nombre_aceptado_WFO,Comparacion_tres_fuentes,Detalle_comparacion
Ochna.mauritiana,Ochna mauritiana,Ochna mauritiana,Ochna mauritiana,Coinciden,Coinciden las tres fuentes
Ocotea.laevigata,Mespilodaphne cupularis,Ocotea laevigata,Ocotea laevigata,Revisar,Coinciden rWCVP y WFO; GBIF es diferente
Odontonema.nitidum,Odontonema nitidum,Odontonema nitidum,Odontonema nitidum,Coinciden,Coinciden las tres fuentes
Oenanthe.javanica,Oenanthe javanica,Oenanthe javanica,Oenanthe javanica,Coinciden,Coinciden las tres fuentes
Oenothera.indecora,Oenothera indecora,Oenothera indecora,Oenothera indecora,Coinciden,Coinciden las tres fuentes
Oenothera.fruticosa,Oenothera fruticosa,Oenothera fruticosa,Oenothera fruticosa,Coinciden,Coinciden las tres fuentes
Oenothera.mendocinensis,Oenothera mendocinensis,Oenothera mendocinensis,Oenothera mendocinensis,Coinciden,Coinciden las tres fuentes
Oenothera.acaulis,Oenothera acaulis,Oenothera acaulis,Oenothera acaulis,Coinciden,Coinciden las tres fuentes
Oenothera.biennis,Oenothera biennis,Oenothera biennis,Oenothera biennis,Coinciden,Coinciden las tres fuentes
Olea.lancea,Olea lancea,Olea lancea,Olea lancea,Coinciden,Coinciden las tres fuentes
Olearia.virgata,Olearia virgata,Olearia virgata,Olearia virgata,Coinciden,Coinciden las tres fuentes
Olearia.phlogopappa,Olearia phlogopappa,Olearia phlogopappa,Olearia phlogopappa,Coinciden,Coinciden las tres fuentes
Omphalodes.japonica,Nihon japonicum,Nihon japonicum,Nihon japonicum,Coinciden,Coinciden las tres fuentes
Onagra.biennis,Oenothera biennis,Oenothera biennis,Oenothera biennis,Coinciden,Coinciden las tres fuentes
Ononis.ornithopioides,,,Ononis ornithopodioides,Revisar,Falta resultado en una o más fuentes
Ophrys.lutea,Ophrys lutea,Ophrys lutea,Ophrys lutea,Coinciden,Coinciden las tres fuentes
Ophrys.sphegodes,Ophrys sphegodes,Ophrys sphegodes,Ophrys sphegodes,Coinciden,Coinciden las tres fuentes
Ophrys.tenthredinifera,Ophrys tenthredinifera,Ophrys tenthredinifera,Ophrys tenthredinifera,Coinciden,Coinciden las tres fuentes
Opulaster.opulifolius,Physocarpus opulifolius,Physocarpus opulifolius,Physocarpus opulifolius,Coinciden,Coinciden las tres fuentes
Opuntia.megasperma,Opuntia galapageia,Opuntia galapageia var. galapageia,Opuntia megasperma,Revisar,Los tres nombres aceptados son diferentes
Opuntia.echios.gigantea,Opuntia galapageia var. gigantea,Opuntia galapageia var. gigantea,Opuntia echios,Revisar,Coinciden GBIF y rWCVP; WFO es diferente
Opuntia.sp2.M.PL.026,,,,Revisar,Sin resultados en las tres fuentes
Opuntia.helleri,Opuntia galapageia var. helleri,Opuntia galapageia var. helleri,Opuntia helleri,Revisar,Coinciden GBIF y rWCVP; WFO es diferente
Opuntia.corrugata,Airampoa corrugata,Airampoa corrugata,Airampoa corrugata,Coinciden,Coinciden las tres fuentes
Opuntia.sp1.M.PL.072,,,,Revisar,Sin resultados en las tres fuentes
Opuntia.echios,Opuntia galapageia var. myriacantha,Opuntia galapageia var. myriacantha,Opuntia echios,Revisar,Coinciden GBIF y rWCVP; WFO es diferente
Opuntia.stricta,Opuntia stricta,Opuntia stricta,Opuntia stricta,Coinciden,Coinciden las tres fuentes
Opuntia.sp1.M.PL.026,,,,Revisar,Sin resultados en las tres fuentes
Orchis.spectabilis,Galearis spectabilis,Galearis spectabilis,Galearis spectabilis,Coinciden,Coinciden las tres fuentes
Orchis.morio,Orchis morio,Anacamptis morio,Anacamptis morio,Revisar,Coinciden rWCVP y WFO; GBIF es diferente
Oreochrysum.parryi,Oreochrysum parryi,Oreochrysum parryi,Oreochrysum parryi,Coinciden,Coinciden las tres fuentes
Oreopolus.glacialis,Oreopolus glacialis,Oreopolus glacialis,Oreopolus glacialis,Coinciden,Coinciden las tres fuentes
Orites.lancifolia,Orites lancifolius,Orites lancifolius,Orites lancifolius,Coinciden,Coinciden las tres fuentes
Orixa.japonica,Orixa japonica,Orixa japonica,Orixa japonica,Coinciden,Coinciden las tres fuentes
Ormocaipum.cochinchinense,,Ormocarpum cochinchinense,Ormocarpum cochinchinense,Revisar,Coinciden rWCVP y WFO; GBIF sin resultado
Ornithogalum.exscapum,Ornithogalum exscapum,,Ornithogalum exscapum,Revisar,Coinciden GBIF y WFO; rWCVP sin resultado
Orobanche.uniflora,Aphyllon uniflorum,Orobanche uniflora,Orobanche uniflora,Revisar,Coinciden rWCVP y WFO; GBIF es diferente
Osmorrhiza.longistylis,,Osmorhiza longistylis,Osmorhiza longistylis,Revisar,Coinciden rWCVP y WFO; GBIF sin resultado
Osterium.sieboldii,,Ostericum sieboldii,Ostericum sieboldii,Revisar,Coinciden rWCVP y WFO; GBIF sin resultado
Osyris.quadripartita,Osyris quadripartita,Osyris lanceolata,Osyris lanceolata,Revisar,Coinciden rWCVP y WFO; GBIF es diferente
Osyris.alba,Osyris alba,Osyris alba,Osyris alba,Coinciden,Coinciden las tres fuentes
Ourisia.caespitosa,Ourisia caespitosa,Ourisia caespitosa,Ourisia caespitosa,Coinciden,Coinciden las tres fuentes
Ourisia.macrocarpa,Ourisia macrocarpa,Ourisia macrocarpa,Ourisia macrocarpa,Coinciden,Coinciden las tres fuentes
Ovidia.pillopillo,Ovidia pillo-pillo,Ovidia andina,Ovidia andina,Revisar,Coinciden rWCVP y WFO; GBIF es diferente
Oxalis.corniculata,Oxalis corniculata,Oxalis corniculata,Oxalis corniculata,Coinciden,Coinciden las tres fuentes
Oxalis.compacta,Oxalis compacta,Oxalis compacta,Oxalis compacta,Coinciden,Coinciden las tres fuentes
Oxalis.sp1,,,,Revisar,Sin resultados en las tres fuentes
Oxalis.violacea,Oxalis violacea,Oxalis violacea,Oxalis violacea,Coinciden,Coinciden las tres fuentes
Oxalis.articulata,Oxalis articulata,Oxalis articulata,Oxalis articulata,Coinciden,Coinciden las tres fuentes
Oxalis.montana,Oxalis montana,Oxalis montana,Oxalis montana,Coinciden,Coinciden las tres fuentes
Oxalis.sp1.M.PL.023,,,,Revisar,Sin resultados en las tres fuentes
Oxalis.barrelieri,Oxalis barrelieri,,Oxalis barrelieri,Revisar,Coinciden GBIF y WFO; rWCVP sin resultado
Oxalis.geminata,Oxalis squamata,Oxalis squamata,Oxalis squamata,Coinciden,Coinciden las tres fuentes
Oxalis.stricta,Oxalis stricta,Oxalis stricta,Oxalis stricta,Coinciden,Coinciden las tres fuentes
Oxalis.acetosella,Oxalis acetosella,Oxalis acetosella,Oxalis acetosella,Coinciden,Coinciden las tres fuentes
Oxalis.corymbosa,Oxalis debilis,Oxalis debilis,Oxalis debilis,Coinciden,Coinciden las tres fuentes
Oxalis.sp2,,,,Revisar,Sin resultados en las tres fuentes
Oxalis.frutescens,Oxalis frutescens,,Oxalis frutescens,Revisar,Coinciden GBIF y WFO; rWCVP sin resultado
Oxalis.pes-caprae,Oxalis pes-caprae,Oxalis pes-caprae,Oxalis pes-caprae,Coinciden,Coinciden las tres fuentes
Oxalis.griffithii,Oxalis griffithii,Oxalis griffithii,Oxalis griffithii,Coinciden,Coinciden las tres fuentes
Oxalis.erythrorhiza,Oxalis erythrorhiza,Oxalis erythrorhiza,Oxalis erythrorhiza,Coinciden,Coinciden las tres fuentes
Oxalis.cordobensis,Oxalis conorrhiza,Oxalis conorrhiza,Oxalis conorrhiza,Coinciden,Coinciden las tres fuentes
Oxylobium.ellipticum,Oxylobium ellipticum,Oxylobium ellipticum,Oxylobium ellipticum,Coinciden,Coinciden las tres fuentes
Oxypetalum.solanoides,Oxypetalum solanoides,Oxypetalum solanoides,Oxypetalum solanoides,Coinciden,Coinciden las tres fuentes
Oxypolis.rigidior,Oxypolis rigidior,Oxypolis rigidior,Oxypolis rigidior,Coinciden,Coinciden las tres fuentes
Oxytropis.arctica.,Oxytropis arctica,Oxytropis arctica,Oxytropis arctica,Coinciden,Coinciden las tres fuentes
Pachycarpus.natalensis,Pachycarpus natalensis,Pachycarpus natalensis,Pachycarpus natalensis,Coinciden,Coinciden las tres fuentes
Pachylophus.caespitosus,Oenothera cespitosa subsp. cespitosa,Oenothera cespitosa,Oenothera cespitosa,Revisar,Coinciden rWCVP y WFO; GBIF es diferente
Paederia.scandens,Paederia foetida,Paederia foetida,Paederia foetida,Coinciden,Coinciden las tres fuentes
Paeonia.japonica,Paeonia obovata,Paeonia obovata subsp. japonica,Paeonia obovata subsp. japonica,Revisar,Coinciden rWCVP y WFO; GBIF es diferente
Pagameopsis.garryoides,Pagameopsis garryoides,Pagameopsis garryoides,Pagameopsis garryoides,Coinciden,Coinciden las tres fuentes
Palicourea.crocea.,Palicourea crocea,Palicourea crocea,Palicourea crocea,Coinciden,Coinciden las tres fuentes
Pallenis.spinosa,Pallenis spinosa,Pallenis spinosa,Pallenis spinosa,Coinciden,Coinciden las tres fuentes
Pandanus.odoratissimus,Pandanus odoratissimus,,Pandanus utilis,Revisar,Falta resultado en una o más fuentes
Pandanus.rigidifolius,Pandanus rigidifolius,Pandanus rigidifolius,Pandanus rigidifolius,Coinciden,Coinciden las tres fuentes
Pandanus.barklyi,,Pandanus barkleyi,Pandanus barkleyi,Revisar,Coinciden rWCVP y WFO; GBIF sin resultado
Pandanus.wiehii,Pandanus wiehei,Pandanus wiehei,Pandanus wiehei,Coinciden,Coinciden las tres fuentes
Panicum.virgatum,Panicum virgatum,,Panicum virgatum,Revisar,Coinciden GBIF y WFO; rWCVP sin resultado
Papaver.radicatum,Papaver radicatum,Oreomecon radicata,Oreomecon radicata,Revisar,Coinciden rWCVP y WFO; GBIF es diferente
Papaver.sp1.M.PL.014,,,,Revisar,Sin resultados en las tres fuentes
Papaver.rhoeas,Papaver rhoeas,Papaver rhoeas,Papaver rhoeas,Coinciden,Coinciden las tres fuentes
Paragenipa.wrightii,Paragenipa lancifolia,Paragenipa lancifolia,Paragenipa lancifolia,Coinciden,Coinciden las tres fuentes
Parahebe.decora,Veronica decora,Veronica decora,Veronica decora,Coinciden,Coinciden las tres fuentes
Parahebe.lyalii,Veronica lyallii,Veronica lyallii,Veronica lyallii,Coinciden,Coinciden las tres fuentes
Paraserianthes.falcataria,Falcataria falcata,Falcataria falcata,Falcataria falcata,Coinciden,Coinciden las tres fuentes
Parkinsonia.aculeata,Parkinsonia aculeata,Parkinsonia aculeata,Parkinsonia aculeata,Coinciden,Coinciden las tres fuentes
Parnassia.palustris,Parnassia palustris,Parnassia palustris,Parnassia palustris,Coinciden,Coinciden las tres fuentes
Parolinea.intermedia,,Parolinia intermedia,Parolinia intermedia,Revisar,Coinciden rWCVP y WFO; GBIF sin resultado
Parthenium.integrifolium,Parthenium integrifolium,Parthenium integrifolium,Parthenium integrifolium,Coinciden,Coinciden las tres fuentes
Passiflora.sp1.M.PL.040,,,,Revisar,Sin resultados en las tres fuentes
Passiflora.caerulea,Passiflora caerulea,Passiflora caerulea,Passiflora caerulea,Coinciden,Coinciden las tres fuentes
Passiflora.foetida,Passiflora foetida,Passiflora foetida,Passiflora foetida,Coinciden,Coinciden las tres fuentes
Passiflora.suberosa,Passiflora suberosa,Passiflora suberosa,Passiflora suberosa,Coinciden,Coinciden las tres fuentes
Passiflora.lutea,Passiflora lutea,,Passiflora lutea,Revisar,Coinciden GBIF y WFO; rWCVP sin resultado
Pastinaca.sativa,Pastinaca sativa,Pastinaca sativa,Pastinaca sativa,Coinciden,Coinciden las tres fuentes
Patrinia.triloba.palmata,Patrinia triloba var. palmata,Patrinia triloba var. palmata,Patrinia triloba,Revisar,Coinciden GBIF y rWCVP; WFO es diferente
Patrinia.villosa,Patrinia villosa,Patrinia villosa,Patrinia villosa,Coinciden,Coinciden las tres fuentes
Patrinia.scabiosaefolia,,,Patrinia scabiosifolia,Revisar,Falta resultado en una o más fuentes
Pavonia.cymbalaria,Pavonia cymbalaria,Pavonia cymbalaria,Pavonia cymbalaria,Coinciden,Coinciden las tres fuentes
Pectis.tenuifolia,Pectis tenuifolia,Pectis tenuifolia,Pectis tenuifolia,Coinciden,Coinciden las tres fuentes
Pedicularis.arctica,,,Pedicularis amoena,Revisar,Falta resultado en una o más fuentes
Pedicularis.hirsuta,Pedicularis hirsuta,Pedicularis hirsuta,Pedicularis hirsuta,Coinciden,Coinciden las tres fuentes
Pedicularis.resupinata.,Pedicularis resupinata,Pedicularis resupinata,Pedicularis resupinata,Coinciden,Coinciden las tres fuentes
Pedicularis.sp1.M.PL.014,,,,Revisar,Sin resultados en las tres fuentes
Pedicularis.capitata,Pedicularis capitata,Pedicularis capitata,Pedicularis capitata,Coinciden,Coinciden las tres fuentes
Pedicularis.parryi,Pedicularis parryi,Pedicularis parryi,Pedicularis parryi,Coinciden,Coinciden las tres fuentes
Pedicularis.flammea,Pedicularis flammea,,Pedicularis flammea,Revisar,Coinciden GBIF y WFO; rWCVP sin resultado
Pedicularis.racemosa,Pedicularis racemosa,Pedicularis racemosa,Pedicularis racemosa,Coinciden,Coinciden las tres fuentes
Pemphis.acidula,Pemphis acidula,Pemphis acidula,Pemphis acidula,Coinciden,Coinciden las tres fuentes
Penstemon.hirsutus,Penstemon hirsutus,Penstemon hirsutus,Penstemon hirsutus,Coinciden,Coinciden las tres fuentes
Penstemon.secundiflorus,Penstemon secundiflorus,Penstemon secundiflorus,Penstemon secundiflorus,Coinciden,Coinciden las tres fuentes
Penstemon.laevigatus,Penstemon laevigatus,Penstemon laevigatus,Penstemon laevigatus,Coinciden,Coinciden las tres fuentes
Penstemon.halli,Penstemon hallii,Penstemon hallii,Penstemon hallii,Coinciden,Coinciden las tres fuentes
Pentachondra.pumila,Pentachondra pumila,Pentachondra pumila,Pentachondra pumila,Coinciden,Coinciden las tres fuentes
Pentstemon.gracilis,,Penstemon gracilis,Penstemon gracilis,Revisar,Coinciden rWCVP y WFO; GBIF sin resultado
Pentstemon.glaucus,,Penstemon gracilis,Penstemon gracilis,Revisar,Coinciden rWCVP y WFO; GBIF sin resultado
Pentstemon.glaber,,Penstemon glaber,Penstemon glaber,Revisar,Coinciden rWCVP y WFO; GBIF sin resultado
Perezia.pilifera,Perezia pilifera,Perezia pilifera,Perezia pilifera,Coinciden,Coinciden las tres fuentes
Perezia.carthamoides,Perezia carthamoides,Perezia carthamoides,Perezia carthamoides,Coinciden,Coinciden las tres fuentes
Periploca.laevigata,Periploca laevigata,Periploca laevigata,Periploca laevigata,Coinciden,Coinciden las tres fuentes
Persea.maericana,,Persea americana,Persea americana,Revisar,Coinciden rWCVP y WFO; GBIF sin resultado
Persicaria.nipponensis,Persicaria muricata,Persicaria muricata,Polygonum muricatum,Revisar,Coinciden GBIF y rWCVP; WFO es diferente
Persicaria.thunbergii,Persicaria thunbergii,Persicaria thunbergii,Polygonum thunbergii,Revisar,Coinciden GBIF y rWCVP; WFO es diferente
Persicaria.senticosa,Persicaria senticosa,Persicaria senticosa,Polygonum senticosum,Revisar,Coinciden GBIF y rWCVP; WFO es diferente
Persicaria.conspicua,Persicaria odorata subsp. conspicua,Persicaria odorata subsp. conspicua,Polygonum japonicum var. conspicuum,Revisar,Coinciden GBIF y rWCVP; WFO es diferente
Persicaria.aestiva,Persicaria sagittata,Persicaria sagittata,,Revisar,Coinciden GBIF y rWCVP; WFO sin resultado
Persicaria.pubescens,Persicaria pubescens,Persicaria pubescens,Polygonum pubescens,Revisar,Coinciden GBIF y rWCVP; WFO es diferente
Persicaria.yokusaiana,Persicaria posumbu subsp. posumbu,Persicaria posumbu subsp. posumbu,Polygonum posumbu,Revisar,Coinciden GBIF y rWCVP; WFO es diferente
Persicaria.chinensis,Persicaria chinensis,Persicaria chinensis,Persicaria chinensis,Coinciden,Coinciden las tres fuentes
Persicaria.sieboldi,Persicaria sagittata,Persicaria sagittata,Persicaria sagittata,Coinciden,Coinciden las tres fuentes
Petalostemon.purpureus,Dalea purpurea,Dalea purpurea,Dalea purpurea,Coinciden,Coinciden las tres fuentes
Petalostemon.candidus,Dalea candida,Dalea candida,Dalea candida,Coinciden,Coinciden las tres fuentes
Petalostemum.purpureum,,Dalea purpurea,Dalea purpurea,Revisar,Coinciden rWCVP y WFO; GBIF sin resultado
Petalostemum.candidum,,Dalea candida,Dalea candida,Revisar,Coinciden rWCVP y WFO; GBIF sin resultado
Petasites.frigidus.,Petasites frigidus,Petasites frigidus,Petasites frigidus,Coinciden,Coinciden las tres fuentes
Petasites.japonicus,Petasites japonicus,Petasites japonicus,Petasites japonicus,Coinciden,Coinciden las tres fuentes
Petiveria.sp1.M.PL.040,,,,Revisar,Sin resultados en las tres fuentes
Petrorhagia.velutina,Petrorhagia dubia,Petrorhagia dubia,Petrorhagia dubia,Coinciden,Coinciden las tres fuentes
Petunia.axillaris,Petunia axillaris,Petunia axillaris,Petunia axillaris,Coinciden,Coinciden las tres fuentes
Peucedanum.joponicum,,Peucedanum japonicum,Peucedanum japonicum,Revisar,Coinciden rWCVP y WFO; GBIF sin resultado
Phacelia.secunda,Phacelia secunda,Phacelia secunda,Phacelia secunda,Coinciden,Coinciden las tres fuentes
Phacelia.heterophylla,Phacelia heterophylla,Phacelia heterophylla,Phacelia heterophylla,Coinciden,Coinciden las tres fuentes
Phagnalon.graecum,Phagnalon graecum,Phagnalon graecum,Phagnalon rupestre subsp. graecum,Revisar,Coinciden GBIF y rWCVP; WFO es diferente
Phebalium.ovatifolium,Nematolepis ovatifolia,Nematolepis ovatifolia,Nematolepis ovatifolia,Coinciden,Coinciden las tres fuentes
Phellodendron.amurense,Phellodendron amurense,Phellodendron amurense,Phellodendron amurense,Coinciden,Coinciden las tres fuentes
Philadelphus.coronarius,Philadelphus coronarius,Philadelphus coronarius,Philadelphus coronarius,Coinciden,Coinciden las tres fuentes
Philadelphus.satsumi,Philadelphus satsumi,Philadelphus satsumi,Philadelphus satsumi,Coinciden,Coinciden las tres fuentes
Philadelphus.grandiflorus,,,Philadelphus coronarius,Revisar,Falta resultado en una o más fuentes
Phillyrea.angustifolia,Phillyrea angustifolia,Phillyrea angustifolia,Phillyrea angustifolia,Coinciden,Coinciden las tres fuentes
Philodendron.ptarianum,Philodendron callosum subsp. ptarianum,Philodendron callosum subsp. ptarianum,Philodendron callosum subsp. ptarianum,Coinciden,Coinciden las tres fuentes
Philoxerus.vermicularis,Gomphrena vermicularis,,Blutaparon vermiculare,Revisar,Falta resultado en una o más fuentes
Phlomis.fructicosa,,Phlomis fruticosa,Phlomis fruticosa,Revisar,Coinciden rWCVP y WFO; GBIF sin resultado
Phlox.subulata,Phlox subulata,Phlox subulata,Phlox subulata,Coinciden,Coinciden las tres fuentes
Phlox.pilosa,Phlox pilosa,Phlox pilosa,Phlox pilosa,Coinciden,Coinciden las tres fuentes
Phlox.glaberrima,Phlox glaberrima,Phlox glaberrima,Phlox glaberrima,Coinciden,Coinciden las tres fuentes
Phlox.divaricata,Phlox divaricata,Phlox divaricata,Phlox divaricata,Coinciden,Coinciden las tres fuentes
Phoenicophorium.borsigianum,Phoenicophorium borsigianum,Phoenicophorium borsigianum,Phoenicophorium borsigianum,Coinciden,Coinciden las tres fuentes
Photinia.glabra,Photinia glabra,Photinia glabra,Photinia glabra,Coinciden,Coinciden las tres fuentes
Phragmites.communis,Phragmites australis subsp. australis,Phragmites australis subsp. australis,Phragmites australis subsp. australis,Coinciden,Coinciden las tres fuentes
Phryma.leptostachya,Phryma leptostachya,Phryma leptostachya,Phryma leptostachya,Coinciden,Coinciden las tres fuentes
Phthirusa.adunca,Passovia pedunculata,Passovia pedunculata,Passovia pedunculata,Coinciden,Coinciden las tres fuentes
Phyla.sp1.M.PL.026,,,,Revisar,Sin resultados en las tres fuentes
Phyllachne.colensoi,Phyllachne colensoi,Phyllachne colensoi,Phyllachne colensoi,Coinciden,Coinciden las tres fuentes
Phyllanthus.phillyreifolius.var.telfairianus,Phyllanthus phillyreifolius var. telfairianus,Phyllanthus phillyreifolius var. telfairianus,Phyllanthus phillyreifolius var. telfairianus,Coinciden,Coinciden las tres fuentes
Phyllanthus.phillyreifolius,Phyllanthus phillyreifolius,Phyllanthus phillyreifolius,Phyllanthus phillyreifolius,Coinciden,Coinciden las tres fuentes
Physalis.angulata,Physalis angulata,Physalis angulata,Physalis angulata,Coinciden,Coinciden las tres fuentes
Physalis.virginiana,Physalis virginiana,Physalis virginiana,Physalis virginiana,Coinciden,Coinciden las tres fuentes
Physalis.lanceolata,Physalis lanceolata,Physalis lanceolata,Physalis lanceolata,Coinciden,Coinciden las tres fuentes
Physalis.subglabrata,Physalis longifolia var. subglabrata,Physalis longifolia var. subglabrata,Physalis longifolia var. subglabrata,Coinciden,Coinciden las tres fuentes
Physalis.pubescens,Physalis pubescens,,Physalis pubescens,Revisar,Coinciden GBIF y WFO; rWCVP sin resultado
