site,year,date,codigo.p,no.esp.p,codigo.i,no.esp.i,obs.time,no.fl.obs,no.fl.visit,observer
V1,2011,2011-11-22,opu.sul,p0037,dih.sp1,i0031,13:24,2,1,silvia
V1,2010,2010-12-10,opu.sul,p0037,arh.bif,i0020,12:22,2,1,silvia
V4,2011,2011-11-18,opu.sul,p0037,arh.bif,i0020,12:41,15,1,silvia
V4,2009,2009-11-23,opu.sul,p0037,NA,NA,10:19:00,28,0,rocio
V1,2011,2011-11-22,opu.sul,p0037,dih.sp1,i0031,13:24,2,1,silvia
V4,2011,2011-12-06,opu.sul,p0037,arh.bif,i0020,13:07:00,12,1,silvia
V4,2010,2010-12-17,opu.sul,p0037,lepid11,i0215,9:45:00,2,1,georgina
V4,2010,2010-12-10,opu.sul,p0037,cam.mus,i0072,9:49,2,1,silvia
V1,2006,2006-11-13,opu.sul,p0037,mut.sp1,i0032,10:30,15,1,Jimena
V4,2010,2010-12-17,opu.sul,p0037,NA,NA,9:33:00,3,0,silvia
V4,2008,2008-12-02,opu.sul,p0037,NA,NA,08:35:00,4,0,Nachu
V1,2010,2010-11-19,opu.sul,p0037,NA,NA,9:52,13,1,silvia
V1,2011,2011-11-22,opu.sul,p0037,dih.sp1,i0031,13:24,2,1,silvia
V4,2011,2011-11-18,opu.sul,p0037,lepid11,i0215,12:12,8,1,silvia
V4,2011,2011-12-20,opu.sul,p0037,arh.bif,i0020,13:02,1,1,silvia
V4,2007,2007-12-04,opu.sul,p0037,NA,NA,12:08,2,0,Erica
V4,2009,2009-11-18,opu.sul,p0037,arh.bif,i0020,13:28:00,16,2,Nachu
V4,2009,2009-11-11,opu.sul,p0037,arh.bif,i0020,12:30:00,1,1,Nachu
V1,2009,2009-11-11,opu.sul,p0037,NA,NA,09:15:00,1,0,Nachu
V4,2010,2010-12-10,opu.sul,p0037,NA,NA,9:01,2,0,nachu
V4,2008,2008-12-17,opu.sul,p0037,cam.mus,i0072,11:40:00,2,1,Nachu
V4,2006,2006-11-13,opu.sul,p0037,cam.mus,i0072,09:53,2,1,Beni
V1,2009,2009-11-30,opu.sul,p0037,orthop3,i0217,12:52:00,3,1,Rocio
V4,2010,2010-12-10,opu.sul,p0037,xyl.spl,i0094,9:49,2,1,silvia
V4,2009,2009-12-11,opu.sul,p0037,cen.lya,i0006,10:06:00,4,3,Belen
V4,2010,2010-12-17,opu.sul,p0037,cam.mus,i0072,9:40:00,2,1,silvia
V4,2011,2011-12-02,opu.sul,p0037,NA,NA,04:00,4,0,silvia
V4,2007,2007-11-27,opu.sul,p0037,dih.sp1,i0031,10:43,4,1,Nachu
V1,2008,2008-12-05,opu.sul,p0037,cen.bre,i0007,10:45:00,1,1,Nachu
V4,2010,2010-12-17,opu.sul,p0037,NA,NA,10:46,2,0,nachu
V2,2006,2006-11-13,opu.sul,p0037,NA,NA,13:25,17,0,Diego
V4,2009,2009-11-18,opu.sul,p0037,NA,NA,13:21:00,11,0,Rocio
V4,2011,2011-12-06,opu.sul,p0037,arh.bif,i0020,12:53:00,9,2,silvia
V2,2006,2006-11-13,opu.sul,p0037,NA,NA,08:58,1,0,Diego
V4,2010,2010-12-17,opu.sul,p0037,bom.opi,i0002,9:56,2,1,nachu
V4,2011,2011-12-20,opu.sul,p0037,arh.bif,i0020,13:02,1,1,silvia
V1,2009,2009-11-30,opu.sul,p0037,cen.bre,i0007,12:11:00,22,1,Nachu
V4,2011,2011-12-06,opu.sul,p0037,cen.bre,i0007,13:20:00,12,2,silvia
V4,2010,2010-12-17,opu.sul,p0037,sva.zeb,i0110,9:40:00,2,1,silvia
V4,2010,2010-12-10,opu.sul,p0037,aug.sp,i0228,9:17,1,1,silvia
V4,2011,2011-12-06,opu.sul,p0037,NA,NA,13:20:00,12,4,silvia
V4,2010,2010-12-10,opu.sul,p0037,cam.mus,i0072,9:36,1,1,silvia
V4,2007,2007-12-11,opu.sul,p0037,mes.jen,i0011,11:25,2,1,Nachu
V4,2008,2008-12-17,opu.sul,p0037,aug.sp,i0228,11:40:00,2,1,Nachu
V4,2007,2007-12-04,opu.sul,p0037,dih.sp1,i0031,12:13,2,1,Nachu
V1,2010,2010-11-19,opu.sul,p0037,NA,NA,9:40,2,0,silvia
V4,2009,2009-11-30,opu.sul,p0037,NA,NA,13:27:00,2,0,belen
V4,2009,2009-11-30,opu.sul,p0037,cam.mus,i0072,10:19:00,7,1,Rocio
V1,2011,2011-11-22,opu.sul,p0037,arh.bif,i0020,13:24,2,2,silvia
V4,2007,2007-11-27,opu.sul,p0037,dih.sp1,i0031,12:00,2,1,Nachu
V4,2008,2008-12-02,opu.sul,p0037,orthop1,i0080,09:54:00,5,1,Nachu
V4,2011,2011-12-13,opu.sul,p0037,bab.elo,i0075,09:47,4,1,silvia
V4,2007,2007-12-11,opu.sul,p0037,cos.chi,i0077,11:25,2,1,Nachu
V2,2006,2006-11-20,opu.sul,p0037,NA,NA,11:53,40,0,Jimena
V4,2011,2011-12-20,opu.sul,p0037,arh.bif,i0020,13:02,1,1,silvia
V4,2009,2009-12-02,opu.sul,p0037,cen.bre,i0007,11:08:00,4,1,Nachu
V1,2011,2011-11-29,opu.sul,p0037,arh.bif,i0020,13:05,22,4,silvia
V2,2006,2006-11-06,opu.sul,p0037,bom.opi,i0002,14:24,8,4,Diego
V1,2008,2008-11-21,opu.sul,p0037,arh.bif,i0020,12:49:00,1,1,Nachu
V4,2010,2010-12-10,opu.sul,p0037,cam.mus,i0072,9:36,1,1,silvia
V4,2011,2011-12-02,opu.sul,p0037,tri.lat,i0098,10:25,3,1,nachu
V1,2010,2010-12-10,opu.sul,p0037,arh.bif,i0020,12:22,2,1,silvia
V4,2008,2008-12-17,opu.sul,p0037,arh.bif,i0020,12:34:00,4,1,Nachu
V4,2007,2007-11-27,opu.sul,p0037,arh.bif,i0020,12:00,2,1,Nachu
V4,2008,2008-11-18,opu.sul,p0037,tri.lat,i0098,11:51:00,1,1,Nachu
V4,2011,2011-11-18,opu.sul,p0037,aca.arg,i0306,11:16,2,1,silvia
V4,2011,2011-11-18,opu.sul,p0037,arh.bif,i0020,12:41,15,1,silvia
V4,2010,2010-12-10,opu.sul,p0037,cam.mus,i0072,9:36,1,1,silvia
V1,2011,2011-11-25,opu.sul,p0037,aca.arg,i0306,12:48,1,1,silvia
V4,2009,2009-12-11,opu.sul,p0037,cen.lya,i0006,10:13:00,7,4,Belen
V4,2006,2006-11-20,opu.sul,p0037,NA,NA,10:54,18,0,Diego
V3,2006,2006-11-20,opu.sul,p0037,cam.mus,i0072,10:16,7,1,Beni
V1,2011,2011-11-22,opu.sul,p0037,dih.sp1,i0031,13:24,2,1,silvia
V4,2009,2009-11-11,opu.sul,p0037,arh.bif,i0020,12:12:00,1,1,Belen
V4,2006,2006-11-13,opu.sul,p0037,cam.mus,i0072,09:53,2,1,Beni
V4,2008,2008-12-12,opu.sul,p0037,arh.bif,i0020,12:02:00,3,1,Nachu
V4,2011,2011-12-20,opu.sul,p0037,arh.bif,i0020,13:02,1,1,silvia
V1,2009,2009-11-30,opu.sul,p0037,arh.bif,i0020,12:52:00,3,1,Rocio
V1,2009,2009-11-30,opu.sul,p0037,arh.bif,i0020,12:52:00,3,2,Rocio
V4,2009,2009-11-30,opu.sul,p0037,NA,NA,11:37:00,2,0,belen
V1,2009,2009-12-11,opu.sul,p0037,NA,NA,10:23:00,2,0,Rocio
V4,2008,2008-12-02,opu.sul,p0037,meg.C,i0140,12:12:00,8,1,Nachu
V1,2011,2011-12-20,opu.sul,p0037,meg.cte,i0015,09:23,6,1,silvia
V1,2010,2010-12-10,opu.sul,p0037,lepid11,i0215,11:03,1,1,silvia
V1,2009,2009-11-25,opu.sul,p0037,dia.sp1,i0073,12:22:00,5,1,Belen
V4,2011,2011-12-13,opu.sul,p0037,NA,NA,09:30,2,0,nachu
V4,2008,2008-12-12,opu.sul,p0037,bom.opi,i0002,09:07:00,3,3,Nachu
V4,2008,2008-12-02,opu.sul,p0037,orthop1,i0080,09:54:00,5,1,Nachu
V4,2008,2008-12-02,opu.sul,p0037,dia.pat,i0164,12:12:00,8,2,Nachu
V4,2008,2008-12-19,opu.sul,p0037,cen.bre,i0007,11:25:00,3,2,Nachu
V1,2010,2010-11-26,opu.sul,p0037,arh.bif,i0020,12:38:00,13,13,Nachu
V1,2011,2011-11-29,opu.sul,p0037,arh.bif,i0020,12:43,4,1,silvia
V4,2008,2008-12-12,opu.sul,p0037,bombil10,i0206,12:02:00,3,2,Nachu
V1,2011,2011-11-29,opu.sul,p0037,tri.lat,i0098,12:43,4,1,silvia
V2,2006,2006-11-06,opu.sul,p0037,NA,NA,12:47,5,0,Diego
V4,2011,2011-11-18,opu.sul,p0037,arh.bif,i0020,12:41,15,1,silvia
V4,2011,2011-11-25,opu.sul,p0037,dih.sp1,i0031,10:46,17,1,silvia
V4,2006,2006-11-13,opu.sul,p0037,bom.opi,i0002,12:22,6,1,Beni
V4,2009,2009-11-18,opu.sul,p0037,arh.bif,i0020,13:28:00,16,2,Nachu
V4,2006,2006-11-06,opu.sul,p0037,NA,NA,10:37,9,0,Nachu
V1,2009,2009-12-11,opu.sul,p0037,pse.sp,i0167,10:43:00,6,1,Rocio
V1,2009,2009-11-25,opu.sul,p0037,arh.bif,i0020,12:59:00,5,3,nachu
V4,2008,2008-12-02,opu.sul,p0037,xyl.ord,i0001,10:28:00,9,4,Nachu
V4,2009,2009-12-11,opu.sul,p0037,cen.lya,i0006,09:50:00,4,1,Belen
V1,2006,2006-11-13,opu.sul,p0037,NA,NA,11:17,18,0,Jimena
V4,2011,2011-12-20,opu.sul,p0037,NA,NA,11:31,1,1,silvia
V1,2006,2006-11-20,opu.sul,p0037,NA,NA,11:50,26,0,Erica
V1,2009,2009-11-23,opu.sul,p0037,bom.opi,i0002,11:13:00,15,7,rocio
V1,2011,2011-11-22,opu.sul,p0037,NA,NA,14:50,2,0,silvia
V4,2011,2011-11-25,opu.sul,p0037,coleop6,i0324,10:40,13,1,silvia
V4,2009,2009-12-02,opu.sul,p0037,NA,NA,10:01:00,8,0,Nachu
V4,2011,2011-12-06,opu.sul,p0037,NA,NA,13:20:00,12,6,silvia
V4,2011,2011-12-06,opu.sul,p0037,arh.bif,i0020,12:53:00,9,2,silvia
V1,2010,2010-12-03,opu.sul,p0037,acal.sp4,i0290,8:49,2,1,silvia
V4,2009,2009-12-11,opu.sul,p0037,dih.sp1,i0031,10:13:00,7,2,Belen
V4,2009,2009-12-02,opu.sul,p0037,bom.opi,i0002,11:00:00,9,2,Belen
V4,2007,2007-12-04,opu.sul,p0037,NA,NA,12:33,1,0,Nachu
V1,2011,2011-11-29,opu.sul,p0037,arh.bif,i0020,13:15,5,1,silvia
V4,2009,2009-11-30,opu.sul,p0037,dih.sp1,i0031,13:19:00,6,1,belen
V1,2010,2010-12-03,opu.sul,p0037,NA,NA,13:10,15,0,silvia
V1,2010,2010-12-03,opu.sul,p0037,arh.bif,i0020,13:10,15,1,silvia
V4,2011,2011-12-06,opu.sul,p0037,NA,NA,13:20:00,12,6,silvia
V1,2010,2010-12-03,opu.sul,p0037,NA,NA,12:55,7,1,silvia
V3,2006,2006-11-20,opu.sul,p0037,NA,NA,11:10,6,0,Beni
V1,2011,2011-11-29,opu.sul,p0037,arh.bif,i0020,13:05,22,1,silvia
V4,2011,2011-11-11,opu.sul,p0037,tri.lat,i0098,09:49,1,1,nachu
V4,2011,2011-12-20,opu.sul,p0037,arh.bif,i0020,13:02,1,1,silvia
V4,2011,2011-11-25,opu.sul,p0037,NA,NA,10:54,13,1,silvia
V1,2010,2010-11-10,opu.sul,p0037,arh.bif,i0020,13:25,2,1,silvia
V4,2011,2011-11-18,opu.sul,p0037,arh.bif,i0020,12:06,5,1,silvia
V3,2006,2006-11-13,opu.sul,p0037,NA,NA,09:35,3,0,Erica
V1,2011,2011-11-29,opu.sul,p0037,arh.bif,i0020,13:15,5,2,silvia
V4,2011,2011-11-25,opu.sul,p0037,dih.sp1,i0031,10:54,13,1,silvia
V4,2010,2010-12-17,opu.sul,p0037,NA,NA,9:50,2,0,silvia
V4,2009,2009-11-25,opu.sul,p0037,NA,NA,10:35:00,7,0,nachu
V1,2009,2009-11-25,opu.sul,p0037,cos.chi,i0077,12:59:00,5,2,nachu
V1,2010,2010-11-26,opu.sul,p0037,arh.bif,i0020,12:38:00,13,2,Nachu
V4,2011,2011-11-18,opu.sul,p0037,arh.bif,i0020,12:06,5,1,silvia
V4,2011,2011-11-11,opu.sul,p0037,NA,NA,09:56,1,0,silvia
V1,2010,2010-11-19,opu.sul,p0037,sphecid1,i0121,10:44,19,1,silvia
V4,2011,2011-11-04,opu.sul,p0037,tri.lat,i0098,13:18,2,2,nachu
V4,2006,2006-11-20,opu.sul,p0037,NA,NA,11:16,6,0,Diego
V4,2011,2011-12-02,opu.sul,p0037,NA,NA,10:01,6,0,nachu
V1,2006,2006-11-13,opu.sul,p0037,bom.opi,i0002,10:30,15,7,Jimena
V3,2006,2006-11-13,opu.sul,p0037,cam.mus,i0072,09:24,1,1,Erica
V4,2009,2009-12-02,opu.sul,p0037,NA,NA,10:05:00,1,0,Belen
V4,2011,2011-12-20,opu.sul,p0037,arh.bif,i0020,13:02,1,1,silvia
V4,2011,2011-11-18,opu.sul,p0037,arh.bif,i0020,12:12,8,1,silvia
V4,2011,2011-12-20,opu.sul,p0037,arh.bif,i0020,11:48,2,1,silvia
V1,2011,2011-11-29,opu.sul,p0037,tri.lat,i0098,13:05,22,1,silvia
V4,2008,2008-12-17,opu.sul,p0037,mes.jen,i0011,11:33:00,3,1,Nachu
V4,2008,2008-12-02,opu.sul,p0037,tri.lat,i0098,11:13:00,6,1,Nachu
V1,2009,2009-12-11,opu.sul,p0037,cen.bre,i0007,09:46:00,6,2,Rocio
V4,2011,2011-12-02,opu.sul,p0037,NA,NA,08:38,2,0,nachu
V4,2011,2011-11-11,opu.sul,p0037,NA,NA,10:57,1,0,silvia
V4,2011,2011-12-20,opu.sul,p0037,arh.bif,i0020,11:31,1,1,silvia
V4,2011,2011-12-20,opu.sul,p0037,arh.bif,i0020,11:31,1,1,silvia
V1,2010,2010-12-10,opu.sul,p0037,arh.bif,i0020,12:22,2,1,silvia
V1,2010,2010-12-03,opu.sul,p0037,NA,NA,11:20,5,0,silvia
V4,2007,2007-12-11,opu.sul,p0037,epi.sp,i0145,11:02,3,1,Nachu
V4,2007,2007-12-11,opu.sul,p0037,tri.lat,i0098,11:25,2,2,Nachu
V4,2007,2007-12-04,opu.sul,p0037,tri.lat,i0098,13:08,1,1,Nachu
V4,2011,2011-11-25,opu.sul,p0037,NA,NA,10:40,13,1,silvia
V1,2008,2008-12-05,opu.sul,p0037,cen.bre,i0007,10:45:00,1,1,Nachu
V1,2011,2011-11-22,opu.sul,p0037,arh.bif,i0020,13:24,2,1,silvia
V4,2010,2010-12-10,opu.sul,p0037,pse.sp,i0167,9:17,1,1,silvia
V4,2006,2006-11-13,opu.sul,p0037,NA,NA,11:07,2,0,Beni
V4,2009,2009-12-11,opu.sul,p0037,NA,NA,11:55:00,1,0,Belen
V4,2008,2008-12-02,opu.sul,p0037,NA,NA,08:48:00,6,0,Nachu
V4,2010,2010-12-10,opu.sul,p0037,cam.mus,i0072,9:36,1,1,silvia
V4,2008,2008-12-19,opu.sul,p0037,NA,NA,10:51:00,2,0,Nachu
V3,2006,2006-11-13,opu.sul,p0037,NA,NA,12:42,4,0,Erica
V4,2007,2007-12-11,opu.sul,p0037,mes.jen,i0011,11:25,2,1,Nachu
V4,2008,2008-12-17,opu.sul,p0037,NA,NA,11:21:00,1,0,Nachu
V4,2008,2008-12-12,opu.sul,p0037,cen.bre,i0007,11:36:00,5,1,Nachu
V1,2010,2010-12-10,opu.sul,p0037,arh.bif,i0020,11:03,1,1,silvia
V4,2011,2011-11-18,opu.sul,p0037,arh.bif,i0020,12:41,15,2,silvia
V4,2008,2008-12-12,opu.sul,p0037,orthop1,i0080,11:30:00,3,1,Nachu
V4,2009,2009-11-09,opu.sul,p0037,cam.mus,i0072,10:03:00,1,1,nachu
V4,2009,2009-11-30,opu.sul,p0037,NA,NA,12:09:00,1,0,belen
V4,2006,2006-11-06,opu.sul,p0037,api.mel,i0070,09:57,3,1,Nachu
V4,2011,NA,opu.sul,p0037,pse.sp,i0167,09:13,4,2,julian
V4,2011,2011-11-22,opu.sul,p0037,NA,NA,11:01,3,1,silvia
V1,2011,2011-11-25,opu.sul,p0037,aca.arg,i0306,12:48,1,1,silvia
V1,2009,2009-11-25,opu.sul,p0037,arh.bif,i0020,13:16:00,18,3,nachu
V2,2006,2006-11-13,opu.sul,p0037,NA,NA,11:56,19,0,Diego
V4,2011,2011-12-02,opu.sul,p0037,tri.lat,i0098,08:56,8,1,silvia
V4,2006,2006-11-20,opu.sul,p0037,bom.opi,i0002,09:31,3,1,Diego
V1,2010,2010-12-03,opu.sul,p0037,NA,NA,9:31,1,0,silvia
V4,2009,2009-12-11,opu.sul,p0037,bom.opi,i0002,11:46:00,3,1,Belen
V4,2007,2007-11-27,opu.sul,p0037,psa.ruf,i0023,11:18,3,1,Nachu
V4,2011,2011-11-22,opu.sul,p0037,dih.sp1,i0031,11:01,3,1,silvia
V4,2006,2006-11-13,opu.sul,p0037,NA,NA,11:32,1,0,Beni
V4,2009,2009-11-25,opu.sul,p0037,NA,NA,11:03:00,1,0,Belen
V4,2007,2007-11-27,opu.sul,p0037,cam.mus,i0072,10:43,4,1,Nachu
V4,2006,2006-11-13,opu.sul,p0037,cam.mus,i0072,11:12,8,1,Beni
V4,2009,2009-11-09,opu.sul,p0037,cam.mus,i0072,10:03:00,1,1,nachu
V4,2011,2011-12-20,opu.sul,p0037,arh.bif,i0020,12:18,1,1,silvia
V4,2008,2008-11-18,opu.sul,p0037,arh.bif,i0020,13:30:00,5,1,Nachu
V4,2006,2006-11-20,opu.sul,p0037,NA,NA,09:47,11,0,Diego
V4,2011,2011-11-25,opu.sul,p0037,aug.sp,i0228,10:40,13,1,silvia
V1,2011,2011-11-22,opu.sul,p0037,aug.sp,i0228,14:50,2,1,silvia
V4,2009,2009-12-11,opu.sul,p0037,sva.zeb,i0110,10:34:00,4,1,Belen
V1,2010,2010-11-10,opu.sul,p0037,arh.bif,i0020,12:52,12,3,silvia
V3,2006,2006-11-06,opu.sul,p0037,coc.sp1,i0074,11:17,4,1,Diego
V4,2011,2011-11-18,opu.sul,p0037,arh.bif,i0020,12:12,8,1,silvia
V1,2008,2008-12-05,opu.sul,p0037,cen.bre,i0007,11:12:00,2,1,Nachu
V4,2006,2006-11-06,opu.sul,p0037,bom.opi,i0002,11:34,14,2,Nachu
V4,2007,2007-12-11,opu.sul,p0037,tri.lat,i0098,11:25,2,1,Nachu
V4,2008,2008-12-12,opu.sul,p0037,arh.bif,i0020,11:30:00,3,1,Nachu
V4,2011,2011-12-20,opu.sul,p0037,cen.bre,i0007,13:02,1,1,silvia
V4,2006,2006-11-06,opu.sul,p0037,bom.opi,i0002,12:35,5,3,Nachu
V4,2011,2011-12-20,opu.sul,p0037,tri.lat,i0098,11:48,2,2,silvia
V4,2007,2007-11-27,opu.sul,p0037,arh.bif,i0020,10:43,4,1,Nachu
V1,2010,2010-12-10,opu.sul,p0037,tri.lat,i0098,11:15,2,1,nachu
V4,2011,2011-11-18,opu.sul,p0037,arh.bif,i0020,12:41,15,2,silvia
V1,2008,2008-12-05,opu.sul,p0037,cen.bre,i0007,12:11:00,6,4,Nachu
V1,2009,2009-11-11,opu.sul,p0037,tri.lat,i0098,10:24:00,4,1,Belen
V4,2011,2011-11-18,opu.sul,p0037,arh.bif,i0020,11:26,8,1,silvia
V4,2011,2011-12-20,opu.sul,p0037,arh.bif,i0020,13:02,1,1,silvia
V1,2010,2010-12-10,opu.sul,p0037,tri.lat,i0098,11:06,2,1,nachu
V4,2008,2008-12-02,opu.sul,p0037,tri.lat,i0098,12:12:00,8,1,Nachu
V4,2011,2011-11-04,opu.sul,p0037,pir.com,i0132,13:18,2,2,nachu
V4,2010,2010-11-19,opu.sul,p0037,NA,NA,12:43,28,0,silvia
V1,2011,2011-11-22,opu.sul,p0037,arh.bif,i0020,14:50,2,1,silvia
V4,2011,2011-11-18,opu.sul,p0037,coleop5,i0323,12:41,15,1,silvia
V4,2009,2009-11-30,opu.sul,p0037,NA,NA,10:10:00,1,0,belen
V1,2011,2011-12-13,opu.sul,p0037,arh.bif,i0020,12:48,1,1,nachu
V4,2009,2009-12-11,opu.sul,p0037,arh.bif,i0020,13:02:00,1,1,Belen
V2,2006,2006-11-20,opu.sul,p0037,NA,NA,11:25,11,0,Jimena
V4,2010,2010-12-17,opu.sul,p0037,tri.lat,i0098,9:40:00,2,1,silvia
V4,2006,2006-11-20,opu.sul,p0037,NA,NA,10:09,14,0,Diego
V4,2011,2011-11-18,opu.sul,p0037,arh.bif,i0020,12:12,8,1,silvia
V4,2009,2009-12-11,opu.sul,p0037,dih.sp1,i0031,13:02:00,1,1,Belen
V4,2011,2011-12-13,opu.sul,p0037,tri.lat,i0098,10:48,1,1,silvia
V3,2006,2006-11-20,opu.sul,p0037,NA,NA,10:34,6,0,Beni
V1,2006,2006-11-20,opu.sul,p0037,NA,NA,09:05,1,0,Erica
V4,2007,2007-12-04,opu.sul,p0037,tri.lat,i0098,11:02,2,2,Erica
V1,2009,2009-12-11,opu.sul,p0037,cen.bre,i0007,09:46:00,6,2,Rocio
V4,2011,2011-11-18,opu.sul,p0037,arh.bif,i0020,11:26,8,1,silvia
V4,2009,2009-12-11,opu.sul,p0037,NA,NA,12:20:00,2,0,Belen
V4,2008,2008-12-17,opu.sul,p0037,NA,NA,11:15:00,1,0,Nachu
V4,2011,2011-12-13,opu.sul,p0037,NA,NA,10:48,1,0,silvia
V4,2009,2009-12-11,opu.sul,p0037,bom.opi,i0002,12:13:00,4,2,Belen
V2,2006,2006-10-30,opu.sul,p0037,NA,NA,09:02,1,0,Diego
V4,2008,2008-12-02,opu.sul,p0037,tri.lat,i0098,11:13:00,6,1,Nachu
V4,2006,2006-11-13,opu.sul,p0037,cam.mus,i0072,09:46,4,1,Beni
V1,2011,2011-11-18,opu.sul,p0037,arh.bif,i0020,13:28,2,1,silvia
V4,2010,2010-12-10,opu.sul,p0037,bab.elo,i0075,9:49,2,1,silvia
V4,2009,2009-11-25,opu.sul,p0037,NA,NA,10:39:00,2,0,Belen
V4,2011,2011-11-22,opu.sul,p0037,dih.sp1,i0031,11:10,1,1,silvia
V1,2009,2009-11-25,opu.sul,p0037,cos.chi,i0077,12:36:00,8,2,Belen
V4,2006,2006-11-20,opu.sul,p0037,NA,NA,11:56,10,0,Diego
V4,2009,2009-11-09,opu.sul,p0037,cam.mus,i0072,10:03:00,1,1,nachu
V4,2011,2011-12-02,opu.sul,p0037,tri.lat,i0098,08:56,8,1,silvia
V4,2009,2009-12-02,opu.sul,p0037,bom.opi,i0002,09:37:00,6,1,Belen
V4,2006,2006-11-20,opu.sul,p0037,NA,NA,12:15,14,0,Diego
V3,2006,2006-11-20,opu.sul,p0037,NA,NA,13:25,2,0,Beni
V4,2010,2010-12-17,opu.sul,p0037,tri.lat,i0098,9:40:00,2,1,silvia
V4,2011,2011-11-22,opu.sul,p0037,tri.lat,i0098,11:01,3,3,silvia
V4,2011,2011-11-18,opu.sul,p0037,arh.bif,i0020,12:41,15,1,silvia
V1,2008,2008-11-21,opu.sul,p0037,dih.sp1,i0031,12:15:00,1,1,Nachu
V1,2006,2006-11-20,opu.sul,p0037,cam.mus,i0072,11:46,2,2,Erica
V1,2008,2008-11-21,opu.sul,p0037,NA,NA,11:13:00,1,0,Nachu
V1,2008,2008-11-21,opu.sul,p0037,dih.sp1,i0031,11:35:00,1,1,Nachu
V4,2010,2010-12-17,opu.sul,p0037,bom.opi,i0002,9:49,1,1,nachu
V4,2011,2011-11-18,opu.sul,p0037,arh.bif,i0020,12:41,15,2,silvia
V1,2009,2009-11-18,opu.sul,p0037,NA,NA,10:22:00,13,0,Nachu
V4,2009,2009-12-11,opu.sul,p0037,bom.opi,i0002,11:22:00,3,2,Belen
V4,2008,2008-12-17,opu.sul,p0037,cen.bre,i0007,11:33:00,3,2,Nachu
V4,2011,2011-12-02,opu.sul,p0037,tri.lat,i0098,08:45,8,1,nachu
V4,2006,2006-11-20,opu.sul,p0037,NA,NA,09:25,58,0,Diego
V4,2009,2009-11-30,opu.sul,p0037,NA,NA,11:11:00,1,0,belen
V4,2009,2009-11-30,opu.sul,p0037,NA,NA,10:41:00,2,0,belen
V4,2010,2010-12-10,opu.sul,p0037,bom.opi,i0002,9:17,1,1,silvia
V1,2010,2010-11-26,opu.sul,p0037,arh.bif,i0020,12:58:00,7,2,Nachu
V1,2009,2009-12-11,opu.sul,p0037,cam.pun,i0128,10:43:00,6,1,Rocio
V4,2006,2006-11-06,opu.sul,p0037,NA,NA,09:36,2,0,Nachu
V3,2006,2006-11-13,opu.sul,p0037,cam.mus,i0072,09:29,3,1,Erica
V4,2011,2011-12-06,opu.sul,p0037,dih.sp1,i0031,13:07:00,12,1,silvia
V1,2009,2009-11-11,pro.fle,p0038,sph.sp3,i0256,09:44:00,1000,50,Belen
V1,2007,2007-11-20,pro.fle,p0038,cop.ari,i0044,15:41,60,3,Nachu
V3,2006,2006-11-13,pro.fle,p0038,api.mel,i0070,13:37,30,5,Erica
V1,2009,2009-11-05,pro.fle,p0038,api.mel,i0070,12:31:00,10000,20,Nachu
V3,2006,2006-11-13,pro.fle,p0038,api.mel,i0070,10:51,300,5,Erica
V1,2009,2009-11-30,pro.fle,p0038,col.cog,i0169,13:13:00,120000,10,Nachu
V1,2009,2009-11-05,pro.fle,p0038,api.mel,i0070,12:31:00,10000,5,Nachu
V1,2009,2009-11-18,pro.fle,p0038,api.mel,i0070,11:35:00,32000,20,Nachu
V1,2010,2010-11-19,pro.fle,p0038,cop.ari,i0044,9:09,4000,50,silvia
V1,2010,2010-12-03,pro.fle,p0038,cop.ari,i0044,7:50,500,10,silvia
V1,2009,2009-11-18,pro.fle,p0038,bom.opi,i0002,10:58:00,9000,50,Nachu
V1,2010,2010-12-03,pro.fle,p0038,cop.ari,i0044,8:00,6000,4,silvia
V1,2010,2010-12-10,pro.fle,p0038,cop.sp2,i0052,11:41,1000,5,nachu
V3,2006,2006-11-20,pro.fle,p0038,api.mel,i0070,13:55,60,2,Beni
V1,2008,2008-12-05,pro.fle,p0038,aug.sp,i0228,11:34:00,18,1,Nachu
V3,2006,2006-11-06,pro.fle,p0038,api.mel,i0070,10:37,400,1,Diego
V1,2009,2009-11-05,pro.fle,p0038,cop.sp2,i0052,12:07:00,3000,2,Belen
V3,2006,2006-11-06,pro.fle,p0038,api.mel,i0070,11:49,15,1,Diego
V1,2008,2008-11-11,pro.fle,p0038,exo.sp1,i0068,11:07:00,38,1,Nachu
V4,2010,2010-11-19,pro.fle,p0038,cop.ari,i0044,14:24,6000,100,silvia
V1,2010,2010-12-10,pro.fle,p0038,cop.sp2,i0052,11:41,1000,1,nachu
V1,2009,2009-11-25,pro.fle,p0038,cos.chi,i0077,12:50:00,80000,40,nachu
V1,2010,2010-11-19,pro.fle,p0038,cam.mus,i0072,8:02,3800,1,silvia
V1,2011,2011-11-08,pro.fle,p0038,exo.sp1,i0068,12:10,1000,6,enzo
V3,2006,2006-11-20,pro.fle,p0038,api.mel,i0070,11:19,60,3,Beni
V2,2006,2006-11-13,pro.fle,p0038,com.ful,i0059,09:23,60,1,Diego
V4,2010,2010-11-19,pro.fle,p0038,cop.ari,i0044,14:24,6000,100,silvia
V1,2008,2008-11-04,pro.fle,p0038,cop.ari,i0044,13:05:00,6000,2,Nachu
V4,2011,2011-11-11,pro.fle,p0038,cop.ari,i0044,12:28,1000,12,enzo
