"genero","especie","orden","familia"
"Oreocalus","Oreocalus hebe","Coleoptera","Curculionidae"
"Oresbius","Oresbius sp1 M PL 020","Hymenoptera","Ichneumonidae"
"Oreumenes","Oreumenes decoratus","Hymenoptera","Eumenidae"
"Orgilus","Orgilus rileyi","Hymenoptera","Braconidae"
"Orientabia","Orientabia maguna","Hymenoptera","Cimbicidae"
"Ornebius","Ornebius erraticus","Orthoptera","Mogoplistidae"
"Ornebius","Ornebius kanetataki","Orthoptera","Mogoplistidae"
"Ornidia","Ornidia obesa Fabricius","Diptera","Syrphidae"
"Ornidia","Ornidia obesa","Diptera","Syrphidae"
"Orocrambus","Orocrambus lectus","Lepidoptera","Crambidae"
"Orocrambus","Orocrambus flexuosellus","Lepidoptera","Crambidae"
"Orocrambus","Orocrambus crenaeus","Lepidoptera","Crambidae"
"Orphilus","Orphilus niger","Coleoptera","Dermestidae"
"Orphilus","Orphilus glabratus","Coleoptera","Dermestidae"
"Orphinus","Orphinus quadrimaculatus","Coleoptera","Dermestidae"
"Orsodacne","Orsodacne atra","Coleoptera","Orsodacnidae"
"Orthaltica","Orthaltica shirozui","Coleoptera","Chrysomelidae"
"Orthelia","Orthelia caesarion",NA,NA
"Orthellia","Orthellia albigena",NA,NA
"Orthellia","Orthellia albigena Stein",NA,NA
"Orthocentrinae","Orthocentrinae sp1 M PL 009",NA,NA
"Orthocladiinae","Orthocladiinae sp1 M PL 020",NA,NA
"Orthocladiinae","Orthocladiinae sp1 M PL 014",NA,NA
"Orthocladius","Orthocladius sp1 M PL 010","Diptera","Chironomidae"
"Orthocladius","Orthocladius sp1 M PL 015","Diptera","Chironomidae"
"Orthocladius","Orthocladius consobrinus","Diptera","Chironomidae"
"Orthocladus","Orthocladus sp1 M PL 014",NA,NA
"Ortholomus","Ortholomus longiceps","Hemiptera","Lygaeidae"
"Orthonerva","Orthonerva geniculata","Diptera","Syrphidae"
"Orthoneura","Orthoneura nitida",NA,NA
"Orthoneura","Orthoneura pulchella",NA,NA
"Orthoneura","Orthoneura pictipennis",NA,NA
"Orthopagus","Orthopagus lunutiper","Hemiptera","Dictyopharidae"
"Orthoperus","Orthoperus sp1 M PL 026","Coleoptera","Corylophidae"
"Orthops","Orthops kalmi","Hemiptera","Miridae"
"Orthoptera","Orthoptera sp11 M PL 026",NA,NA
"Orthoptera","Orthoptera sp126 M PL 057",NA,NA
"Orthoptera","Orthoptera sp127 M PL 057",NA,NA
"Orthoptera","Orthoptera sp133 M PL 054",NA,NA
"Orthoptera","Orthoptera sp134 M PL 054",NA,NA
"Orthoptera","Orthoptera sp135 M PL 054",NA,NA
"Orthoptera","Orthoptera sp136 M PL 054",NA,NA
"Orthoptera","Orthoptera sp20 M PL 021",NA,NA
"Orthoptera","Orthoptera sp73 M PL 021",NA,NA
"Orthoptera","Orthoptera sp74 M PL 021",NA,NA
"Orthoptera","Orthoptera sp75 M PL 021",NA,NA
"Orthoptera","Orthoptera sp487 M PL 057",NA,NA
"Orthoptera","Orthoptera sp50 M PL 021",NA,NA
"Orthoptera","Orthoptera sp68 M PL 057",NA,NA
"Orthoptera","Orthoptera sp69 M PL 057",NA,NA
"Orthorhyncus","Orthorhyncus cristatus",NA,NA
"Oscinella","Oscinella frit","Diptera","Chloropidae"
"Oscinella","Oscinella hortensis","Diptera","Chloropidae"
"Oscinella","Oscinella vastator","Diptera","Chloropidae"
"Oscinis","Oscinis coxendix","Diptera","Chloropidae"
"Oscinis","Oscinis trigramma","Diptera","Chloropidae"
"Osmia","Osmia phaceliae","Hymenoptera","Megachilidae"
"Osmia","Osmia scutellaris","Hymenoptera","Megachilidae"
"Osmia","Osmia pentstemonis","Hymenoptera","Megachilidae"
"Osmia","Osmia sp1 M PL 025","Hymenoptera","Megachilidae"
"Osmia","Osmia spinigera","Hymenoptera","Megachilidae"
"Osmia","Osmia apicata","Hymenoptera","Megachilidae"
"Osmia","Osmia proxima","Hymenoptera","Megachilidae"
"Osmia","Osmia rohweri","Hymenoptera","Megachilidae"
"Osmia","Osmia moreensis","Hymenoptera","Megachilidae"
"Osmia","Osmia (Metallinella) brevicornis","Hymenoptera","Megachilidae"
"Osmia","Osmia densa","Hymenoptera","Megachilidae"
"Osmia","Osmia fulviventris","Hymenoptera","Megachilidae"
"Osmia","Osmia pusilla","Hymenoptera","Megachilidae"
"Osmia","Osmia hypoleuca","Hymenoptera","Megachilidae"
"Osmia","Osmia illinoensis","Hymenoptera","Megachilidae"
"Osmia","Osmia viridana","Hymenoptera","Megachilidae"
"Osmia","Osmia nana","Hymenoptera","Megachilidae"
"Osmia","Osmia propinqua","Hymenoptera","Megachilidae"
"Osmia","Osmia melanotricha","Hymenoptera","Megachilidae"
"Osmia","Osmia collinsiae","Hymenoptera","Megachilidae"
"Osmia","Osmia orientalis","Hymenoptera","Megachilidae"
"Osmia","Osmia abnormis","Hymenoptera","Megachilidae"
"Osmia","Osmia coloradella","Hymenoptera","Megachilidae"
"Osmia","Osmia imaii","Hymenoptera","Megachilidae"
"Osmia","Osmia sp1 M PL 005","Hymenoptera","Megachilidae"
"Osmia","Osmia nigrifrons","Hymenoptera","Megachilidae"
"Osmia","Osmia mustelina","Hymenoptera","Megachilidae"
"Osmia","Osmia fulgida","Hymenoptera","Megachilidae"
"Osmia","Osmia sp1 M PL 016","Hymenoptera","Megachilidae"
"Osmia","Osmia sp1 M PL 015","Hymenoptera","Megachilidae"
"Osmia","Osmia atriventris","Hymenoptera","Megachilidae"
"Osmia","Osmia caerulescens","Hymenoptera","Megachilidae"
"Osmia","Osmia bella","Hymenoptera","Megachilidae"
"Osmia","Osmia wardiana","Hymenoptera","Megachilidae"
"Osmia","Osmia simillima","Hymenoptera","Megachilidae"
"Osmia","Osmia conjucta","Hymenoptera","Megachilidae"
"Osmia","Osmia sp1 M PL 058","Hymenoptera","Megachilidae"
"Osmia","Osmia taurus","Hymenoptera","Megachilidae"
"Osmia","Osmia versicolor","Hymenoptera","Megachilidae"
"Osmia","Osmia cornifrons","Hymenoptera","Megachilidae"
"Osmia","Osmia cephalotes","Hymenoptera","Megachilidae"
"Osmia","Osmia megacephala","Hymenoptera","Megachilidae"
"Osmia","Osmia lignaria","Hymenoptera","Megachilidae"
"Osmia","Osmia aurulenta","Hymenoptera","Megachilidae"
"Osmia","Osmia latreillei","Hymenoptera","Megachilidae"
"Osmia","Osmia andrenoides","Hymenoptera","Megachilidae"
"Osmia","Osmia bruneri","Hymenoptera","Megachilidae"
"Osmia","Osmia signata","Hymenoptera","Megachilidae"
"Osmia","Osmia pumila","Hymenoptera","Megachilidae"
"Osmia","Osmia albolateralis","Hymenoptera","Megachilidae"
"Osmia","Osmia bidentata","Hymenoptera","Megachilidae"
"Osmia","Osmia melanogaster","Hymenoptera","Megachilidae"
"Osmia","Osmia brevis","Hymenoptera","Megachilidae"
"Osmia","Osmia subcornuta","Hymenoptera","Megachilidae"
"Oulema","Oulema erichsoni","Coleoptera","Chrysomelidae"
"Oulema","Oulema melanopus","Coleoptera","Chrysomelidae"
"Ourapterix","Ourapterix persica",NA,NA
"Oxacis","Oxacis sp1 M PL 026","Coleoptera","Oedemeridae"
"Oxacis","Oxacis thoracica","Coleoptera","Oedemeridae"
"Oxybelus","Oxybelus sp1 M PL 005","Hymenoptera","Crabronidae"
"Oxybelus","Oxybelus mandibularis","Hymenoptera","Crabronidae"
"Oxybelus","Oxybelus sp1 M PL 031","Hymenoptera","Crabronidae"
"Oxybelus","Oxybelus sp1 M PL 023","Hymenoptera","Crabronidae"
"Oxybelus","Oxybelus 4 notatus","Hymenoptera","Crabronidae"
"Oxycarenus","Oxycarenus hyalinipennis","Hemiptera","Oxycarenidae"
"Oxycetonia","Oxycetonia forticula forticula",NA,NA
"Oxycetonia","Oxycetonia jucunda",NA,NA
"Oxyporus","Oxyporus basiventris","Coleoptera","Staphylinidae"
"Oxyssarcodexia","Oxyssarcodexia peltata",NA,NA
"Oxystoglossa","Oxystoglossa similis",NA,NA
"Oxythyrea","Oxythyrea funesta","Coleoptera","Scarabaeidae"
"Oxytorus","Oxytorus armatus","Hymenoptera","Ichneumonidae"
"Pachodunerus","Pachodunerus brevithorax",NA,NA
"Pachodynerus","Pachodynerus nasidens","Hymenoptera","Eumenidae"
"Pachybrachys","Pachybrachys atomarius","Coleoptera","Chrysomelidae"
"Pachycerina","Pachycerina crinicornis","Diptera","Lauxaniidae"
"Pachycerina","Pachycerina crinicornis Thomson","Diptera","Lauxaniidae"
"Pachycerina","Pachycerina seychellensis","Diptera","Lauxaniidae"
"Pachymeria","Pachymeria pudica","Diptera","Empididae"
"Pachyneuron","Pachyneuron mesograptae","Hymenoptera","Pteromalidae"
"Pachyophthalmus","Pachyophthalmus floridensis",NA,NA
"Pachyophthalmus","Pachyophthalmus signatus",NA,NA
"Pachyprotasis","Pachyprotasis tanakai","Hymenoptera","Tenthredinidae"
"Pachyprotasis","Pachyprotasis sp2 M PL 057","Hymenoptera","Tenthredinidae"
"Pachyprotasis","Pachyprotasis sp3 M PL 057","Hymenoptera","Tenthredinidae"
"Pachyprotasis","Pachyprotasis sp1 M PL 053","Hymenoptera","Tenthredinidae"
"Pachyprotasis","Pachyprotasis sp1 M PL 054","Hymenoptera","Tenthredinidae"
"Pachyprotasis","Pachyprotasis hiensis","Hymenoptera","Tenthredinidae"
"Pachyprotasis","Pachyprotasis sp1 M PL 057","Hymenoptera","Tenthredinidae"
"Pachytodes","Pachytodes cometes","Coleoptera","Cerambycidae"
"Padabrus","Padabrus tomentosus",NA,NA
"Paleorhiza","Paleorhiza sp1 M PL 071",NA,NA
"Pales","Pales efferata","Diptera","Tachinidae"
"Pales","Pales usitata","Diptera","Tachinidae"
"Pales","Pales nyctemeriana","Diptera","Tachinidae"
"Pales","Pales tecta","Diptera","Tachinidae"
"Pales","Pales aurea","Diptera","Tachinidae"
"Palexorista","Palexorista sp1","Diptera","Tachinidae"
"Palexorista","Palexorista sp1 M PL 074","Diptera","Tachinidae"
"Palleira","Palleira femorata",NA,NA
"Palmodes","Palmodes dimidiata","Hymenoptera","Sphecidae"
"Palpada","Palpada pusio","Diptera","Syrphidae"
"Palpada","Palpada sp1 M PL 072","Diptera","Syrphidae"
"Palpita","Palpita unionalis","Lepidoptera","Crambidae"
"Pampasatyrus","Pampasatyrus gyrtone","Lepidoptera","Nymphalidae"
"Pamphila","Pamphila dion",NA,NA
"Pamphila","Pamphila hobomok",NA,NA
"Panameria","Panameria tenebrata",NA,NA
"Panara","Panara naso",NA,NA
"Panara","Panara naso Fabricius",NA,NA
"Panca","Panca subpunctuli","Lepidoptera","Hesperiidae"
"Pandoriana","Pandoriana pandora",NA,NA
"Panoquina","Panoquina bola","Lepidoptera","Hesperiidae"
"Panorpa","Panorpa trizonata","Mecoptera","Panorpidae"
"Panorpodes","Panorpodes paradoxa","Mecoptera","Panorpodidae"
"Panurgillus","Panurgillus sp1 M PL 072","Hymenoptera","Andrenidae"
"Panurgineae","Panurgineae sp",NA,NA
"Panurginus","Panurginus sp1 M PL 005","Hymenoptera","Andrenidae"
"Panurginus","Panurginus cressoniellus","Hymenoptera","Andrenidae"
"Panurginus","Panurginus crawfordi","Hymenoptera","Andrenidae"
"Panurgus","Panurgus sp1 M PL 016","Hymenoptera","Andrenidae"
"Panzeria","Panzeria radicum","Diptera","Tachinidae"
"Papilio","Papilio memnon thunbergii","Lepidoptera","Papilionidae"
"Papilio","Papilio helenus nicconicoleus","Lepidoptera","Papilionidae"
"Papilio","Papilio rutulus","Lepidoptera","Papilionidae"
"Papilio","Papilio Protenor demetrius","Lepidoptera","Papilionidae"
"Papilio","Papilio helenus nicconicolens","Lepidoptera","Papilionidae"
"Papilio","Papilio bianor amamiensis","Lepidoptera","Papilionidae"
"Papilio","Papilio xuthus","Lepidoptera","Papilionidae"
"Papilio","Papilio polydamas","Lepidoptera","Papilionidae"
"Papilio","Papilio machaon","Lepidoptera","Papilionidae"
"Papilio","Papilio alexanor","Lepidoptera","Papilionidae"
"Papilio","Papilio asterias","Lepidoptera","Papilionidae"
"Papilio","Papilio thersites","Lepidoptera","Papilionidae"
"Papilio","Papilio bianor","Lepidoptera","Papilionidae"
"Papilion","Papilion machaon",NA,NA
"Papilix","Papilix macilentus",NA,NA
"Papilix","Papilix Protenor demetrius",NA,NA
"Papilla","Papilla japonica",NA,NA
"Papillio","Papillio manlius",NA,NA
"Paracalystos","Paracalystos sp",NA,NA
"Parachytas","Parachytas sp1 M PL 072",NA,NA
"Paradelia","Paradelia sp1 M PL 009","Diptera","Anthomyiidae"
"Paradidyma","Paradidyma singularis","Diptera","Tachinidae"
"Paragus","Paragus jozanus","Diptera","Syrphidae"
"Paragus","Paragus quadrifasciatus","Diptera","Syrphidae"
"Paragus","Paragus borbonicus Macquart","Diptera","Syrphidae"
"Paragus","Paragus tibialis","Diptera","Syrphidae"
"Paragus","Paragus bicolor","Diptera","Syrphidae"
"Paragus","Paragus haemorrhous","Diptera","Syrphidae"
"Paragus","Paragus kaemorrhous","Diptera","Syrphidae"
"Paragus","Paragus borbonicus","Diptera","Syrphidae"
"Paragymnetis","Paragymnetis lanius",NA,NA
"Paralictus","Paralictus platyparius","Hymenoptera","Halictidae"
"Paralictus","Paralictus cephalicus","Hymenoptera","Halictidae"
"Paralictus","Paralictus simplex","Hymenoptera","Halictidae"
"Paramoecerus","Paramoecerus barbicornis","Coleoptera","Cerambycidae"
"Paramyia","Paramyia nitens","Diptera","Milichiidae"
"Parancistrocerus","Parancistrocerus sp1 M PL 030","Hymenoptera","Eumenidae"
"Parandrena","Parandrena andrenoides",NA,NA
"Paranomia","Paranomia nortonii","Hymenoptera","Halictidae"
"Parantica","Parantica sita niphonica","Lepidoptera","Nymphalidae"
"Paraoxyna","Paraoxyna bidentis",NA,NA
"Parapantitius","Parapantitius flavomarginatus",NA,NA
"Paraphaenocladius","Paraphaenocladius despectus","Diptera","Chironomidae"
"Paraphaenocladius","Paraphaenocladius sp1 M PL 010","Diptera","Chironomidae"
"Paraphrissopoda","Paraphrissopoda chrysostoma","Diptera","Sarcophagidae"
"Parapiophila","Parapiophila vulgaris","Diptera","Piophilidae"
"Parapolybia","Parapolybia indica","Hymenoptera","Vespidae"
"Parapolybia","Parapolybia varia","Hymenoptera","Vespidae"
"Pararge","Pararge xiphioides","Lepidoptera","Nymphalidae"
"Pararge","Pararge aegeria","Lepidoptera","Nymphalidae"
"Parasarcophaga","Parasarcophaga hirticeps","Diptera","Sarcophagidae"
"Paraserica","Paraserica gricea","Coleoptera","Scarabaeidae"
"Parastrangalis","Parastrangalis nymphula","Coleoptera","Cerambycidae"
"Parastrangatis","Parastrangatis nymphula",NA,NA
"Parasyrphus","Parasyrphus aeneostoma","Diptera","Syrphidae"
"Parasyrphus","Parasyrphus relictus","Diptera","Syrphidae"
"Parasyrphus","Parasyrphus lineola","Diptera","Syrphidae"
"Parasyrphus","Parasyrphus tarsatus","Diptera","Syrphidae"
"Parasyrphus","Parasyrphus malinellus","Diptera","Syrphidae"
"Paratrechina","Paratrechina flavipes","Hymenoptera","Formicidae"
"Paratrechina","Paratrechina longicornis","Hymenoptera","Formicidae"
"Paratrechina","Paratrechina vaga","Hymenoptera","Formicidae"
"Paratrichius","Paratrichius doentzi","Coleoptera","Scarabaeidae"
"Paratrichius","Paratrichius septemdecimguttatus","Coleoptera","Scarabaeidae"
"Paravespula","Paravespula germanica","Hymenoptera","Eumenidae"
"Pardosa","Pardosa glacialis","Araneae","Lycosidae"
"Paregle","Paregle audacula","Diptera","Anthomyiidae"
"Parempis","Parempis clausa",NA,NA
"Pareromene","Pareromene pyrsophanes",NA,NA
"Parhelophilus","Parhelophilus sp1 M PL 006","Diptera","Syrphidae"
"Parhelophilus","Parhelophilus versicolor","Diptera","Syrphidae"
"Paridea","Paridea angulicollis","Coleoptera","Chrysomelidae"
"Parnara","Parnara guttata","Lepidoptera","Hesperiidae"
"Parnara","Parnara guttata guttata","Lepidoptera","Hesperiidae"
"Parnassius","Parnassius clodius","Lepidoptera","Papilionidae"
"Parnassius","Parnassius gracialis","Lepidoptera","Papilionidae"
"Parnassius","Parnassius smintheus","Lepidoptera","Papilionidae"
"Parnassius","Parnassius glacialis","Lepidoptera","Papilionidae"
"Parontodynerus","Parontodynerus ephippium",NA,NA
"Paroxystoglossa","Paroxystoglossa sp1 M PL 072","Hymenoptera","Halictidae"
"Partamona","Partamona sp","Hymenoptera","Apidae"
"Pasiphila","Pasiphila sp1 M PL 028","Lepidoptera","Geometridae"
"Pasiphila","Pasiphila bilineolata","Lepidoptera","Geometridae"
"Pasiphila","Pasiphila sandycias","Lepidoptera","Geometridae"
"Pasiphila","Pasiphila sp2 M PL 028","Lepidoptera","Geometridae"
"Pasiphila","Pasiphila inductata","Lepidoptera","Geometridae"
"Pasiphila","Pasiphila nereis","Lepidoptera","Geometridae"
"Pasiphila","Pasiphila sp1 M PL 029","Lepidoptera","Geometridae"
"Passaloecus","Passaloecus sp1 M PL 004","Hymenoptera","Crabronidae"
"Passaloecus","Passaloecus clypealis yamato","Hymenoptera","Crabronidae"
"Pechipogo","Pechipogo plumigeralis","Lepidoptera","Erebidae"
"Pecticus","Pecticus tenebrifer",NA,NA
"Pectinarctica","Pectinarctica stylata",NA,NA
"Pegohylemyia","Pegohylemyia fugax","Diptera","Anthomyiidae"
"Pegomya","Pegomya haemorrhoum","Diptera","Anthomyiidae"
"Pegomya","Pegomya sp1 M PL 009","Diptera","Anthomyiidae"
"Pegomyia","Pegomyia sp1 M PL 014","Diptera","Anthomyiidae"
"Pegomyia","Pegomyia sp1 M PL 020","Diptera","Anthomyiidae"
"Pegoplata","Pegoplata aestiva","Diptera","Anthomyiidae"
"Pelatines","Pelatines striatipennis",NA,NA
"Pelecophora","Pelecophora intemipta All","Coleoptera","Melyridae"
"Pelecophora","Pelecophora intemipta","Coleoptera","Melyridae"
"Pelecorhychus","Pelecorhychus rubidus",NA,NA
"Peleteria","Peleteria ruficornis","Diptera","Tachinidae"
"Peleteria","Peleteria robusta","Diptera","Tachinidae"
"Peleteria","Peleteria filipalpis","Diptera","Tachinidae"
"Peleteria","Peleteria aenea","Diptera","Tachinidae"
"Peleteriopsis","Peleteriopsis aenea","Diptera","Tachinidae"
"Pelopidas","Pelopidas mathias oberthueri","Lepidoptera","Hesperiidae"
"Pelopides","Pelopides jansonis","Coleoptera","Passalidae"
"Pempeliella","Pempeliella plufnbella",NA,NA
"Pemphredon","Pemphredon lethifer","Hymenoptera","Crabronidae"
"Pentaria","Pentaria trifasciata","Coleoptera","Scraptiidae"
"Pentatoma","Pentatoma japonica","Hemiptera","Pentatomidae"
"Penthelater","Penthelater plebejus",NA,NA
"Penthesiiea","Penthesiiea apicalis",NA,NA
"Penthesilea","Penthesilea apicalis","Lepidoptera","Pyralidae"
"Penthimia","Penthimia guttula","Hemiptera","Cicadellidae"
"Peponapis","Peponapis pruinosa","Hymenoptera","Apidae"
"Pepsis","Pepsis sp1 M PL 031","Hymenoptera","Pompilidae"
"Pepsis","Pepsis sp1 M PL 030","Hymenoptera","Pompilidae"
"Pepsis","Pepsis sp1 M PL 072","Hymenoptera","Pompilidae"
"Perdita","Perdita 8 maculata","Hymenoptera","Andrenidae"
"Perditella","Perditella oligolege",NA,NA
"Perditella","Perditella boltoniae",NA,NA
"Pereirapis","Pereirapis sp1 M PL 030","Hymenoptera","Halictidae"
"Pereirapsis","Pereirapsis sp1 M PL 031",NA,NA
"Peremptor","Peremptor sp1 M PL 029","Diptera","Tachinidae"
"Peremptor","Peremptor modica","Diptera","Tachinidae"
"Perepitragus","Perepitragus fascipes",NA,NA
"Peribaea","Peribaea sp1 M PL 053","Diptera","Tachinidae"
"Peribaea","Peribaea sp1 M PL 065","Diptera","Tachinidae"
"Peridroma","Peridroma saucia","Lepidoptera","Noctuidae"
"Perilampus","Perilampus platygaster","Hymenoptera","Perilampidae"
"Perilampus","Perilampus fulvicornis","Hymenoptera","Perilampidae"
"Perineura","Perineura okutanii","Hymenoptera","Tenthredinidae"
"Periscepsia","Periscepsia sp1 M PL 020","Diptera","Tachinidae"
"Perissoma","Perissoma aenescens",NA,NA
"Peristoreus","Peristoreus sp1 M PL 029","Coleoptera","Curculionidae"
"Perrissina","Perrissina brunniceps","Diptera","Tachinidae"
"Petaphora","Petaphora maritima","Hemiptera","Aphrophoridae"
"Petinarctia","Petinarctia stylata","Diptera","Tachinidae"
"Petrorossia","Petrorossia hesperus","Diptera","Bombyliidae"
"Petrorossia","Petrorossia sp1 M PL 016","Diptera","Bombyliidae"
"Petrorossia","Petrorossia sp1 M PL 015","Diptera","Bombyliidae"
"Phaenica","Phaenica sp1 M PL 030",NA,NA
"Phaenicia","Phaenicia sericata",NA,NA
"Phaethornis","Phaethornis squalidus",NA,NA
"Phaethornis","Phaethornis eurynome",NA,NA
"Phalacridae","Phalacridae sp1 M PL 072",NA,NA
"Phalacrodira","Phalacrodira aeneostoma",NA,NA
"Phalacrodira","Phalacrodira nigropilosa",NA,NA
"Phaladrodira","Phaladrodira nigropilosa",NA,NA
"Phalaenophana","Phalaenophana pyramusalis",NA,NA
"Phalangida","Phalangida sp488 M PL 057",NA,NA
"Phalanta","Phalanta phalantha","Lepidoptera","Nymphalidae"
"Phalanta","Phalanta phalantha Drury","Lepidoptera","Nymphalidae"
"Phalantha","Phalantha phalantha",NA,NA
"Phaniosoma","Phaniosoma sp1 M PL 015",NA,NA
"Phaonia","Phaonia bidentata","Diptera","Muscidae"
"Phaonia","Phaonia incana","Diptera","Muscidae"
"Phaonia","Phaonia incarna","Diptera","Muscidae"
"Phaonia","Phaonia pallida","Diptera","Muscidae"
"Phaonia","Phaonia subfuscinervis","Diptera","Muscidae"
"Phaonia","Phaonia sp1 M PL 055","Diptera","Muscidae"
"Phaonia","Phaonia lugubris","Diptera","Muscidae"
"Phaonia","Phaonia angelicae","Diptera","Muscidae"
"Phaonia","Phaonia alpicola","Diptera","Muscidae"
"Phaonia","Phaonia sp2 M PL 055","Diptera","Muscidae"
"Phaonia","Phaonia sp3 M PL 055","Diptera","Muscidae"
"Phaonia","Phaonia serva","Diptera","Muscidae"
"Phaonia","Phaonia exoleta","Diptera","Muscidae"
"Phasioclista","Phasioclista metallica",NA,NA
"Phebellia","Phebellia sp1 M PL 053","Diptera","Tachinidae"
"Pheidole","Pheidole megacephala","Hymenoptera","Formicidae"
"Pheidole","Pheidole megacephala Fabricius","Hymenoptera","Formicidae"
"Phelsuma","Phelsuma cepediana",NA,NA
"Phelsuma","Phelsuma cepediana Merrem",NA,NA
"Phelsuma","Phelsuma ornata",NA,NA
"Phelsuma","Phelsuma sp1 M PL 084",NA,NA
"Phelsuma","Phelsuma sp1 M PL 085",NA,NA
"Phelsuma","Phelsuma sp1 M PL 086",NA,NA
"Phelsuma","Phelsuma sp1 M PL 093",NA,NA
"Phelsuma","Phelsuma sp1 M PL 096",NA,NA
"Phelsuma","Phelsuma sp1 M PL 098",NA,NA
"Phelsuma","Phelsuma sp1 M PL 099",NA,NA
"Phelsuma","Phelsuma sp1 M PL 102",NA,NA
"Phelsuma","Phelsuma sp1 M PL 104",NA,NA
"Phelsuma","Phelsuma sp1 M PL 114",NA,NA
"Phelsuma","Phelsuma sp1 M PL 118",NA,NA
"Phelsuma","Phelsuma sp1 M PL 120",NA,NA
"Phelsuma","Phelsuma sp1 M PL 121",NA,NA
"Phelsuma","Phelsuma sp1 M PL 128",NA,NA
"Phelsuma","Phelsuma sp1 M PL 129",NA,NA
"Phelsuma","Phelsuma sp1 M PL 130",NA,NA
"Phelsuma","Phelsuma sp1 M PL 088",NA,NA
"Phelsuma","Phelsuma sp1 M PL 089",NA,NA
"Phelsuma","Phelsuma sp1 M PL 091",NA,NA
"Phelsuma","Phelsuma sp1 M PL 097",NA,NA
"Phelsuma","Phelsuma sp1 M PL 105",NA,NA
